Image,Label
20031,3 4
21183,6
15434,6
3408,2 4
20998,1
1262,4
16164,0 1 4
1779,6
4357,8
15040,6 4
19582,6
29433,2
5750,3
24190,6 4
5365,0
25214,2 4
1479,2
27399,5 4
30987,4
20366,1
14048,6
12593,6 4
29561,6 4
20614,2
23562,4
3247,6 4
10793,6
1659,2 4
1252,1
25016,0
5643,4
28091,6
17604,1
5260,1
15673,4 7
23987,1
7803,6 3 4
3839,2 7
1503,2 4
30696,6 2 4
21360,4
26027,8 4
29805,6 1 4
28550,8 4
24934,7
29825,8
24087,6 4
14865,9
20060,2
844,3
8988,9
18185,2 4
21990,9
24753,4
16627,6
11769,2 4
12502,6 4
5143,6 5
21615,9
1786,0 4
12736,4
3865,1 4
19796,8
19402,4
13462,2 4
29176,6 4
2980,3 1 4
551,3
30563,9 5
19612,1 4
16197,4
3639,6 4
5172,6 4
4186,1
7809,4
16354,0 4
22739,0 4
24393,4
15548,6 2
9679,8 4
22284,9
14257,0 7
4480,6 5 4
16681,8 5
19230,6
13643,3 4
27189,6 5
22359,3
17457,6
14169,6 4
16059,4
7968,7
14233,8 7
19107,2 4 7
25225,3
17484,6 7
9344,5
26572,6 4
11911,0 4
24402,3 4
20584,0
23407,6 4
15519,7
14872,6 3
5754,2 4
10166,1
25058,3 4
15365,3 4
22994,6 4 7
29909,0
26466,2
27630,6
20214,7
24264,0
606,9
24637,2 4
29900,6
8718,7
16347,3
10407,6 4 7
27716,9
22484,6 4
2219,2
8854,5 4
12181,4 7
19255,9
5107,3
17138,6 7
21397,3
10230,2 4
3568,3 7
334,2 4
30498,4 7
1386,4
5819,6
1093,4
17444,9
30057,4
3684,6
2614,0
7528,6 9
22318,6
1674,3
2497,6
16160,7
22388,2 4
4957,8
5391,2
12757,4
2713,7
6997,6 4
7211,4
2153,2 4
12636,6
13479,4
2184,6 4
25807,6
4034,3
20168,4
6667,0
28882,4
15469,0 4
392,8
6829,6
20668,7
15938,4 7
3069,3
13432,0
22523,8
19379,6 7
22510,6
30349,7
30452,1 4
3610,4
17680,9 5
30174,3
19724,2
17178,3
8701,4
26740,6 4
10303,5
26157,1
5799,2 4
1998,9
11943,4
16699,6 4
22062,4
2626,6 4
15613,1 4
19354,1
9018,6 5
14106,8
30720,0
9841,0 2
20452,2
1410,6
957,6 4
23768,6
5519,1 4 7
11063,2 4
28854,4
6824,6 4
12297,2 4
21017,6 4
13463,6 4
27584,4
3650,6 4
28214,3 9
14871,6
24693,1
5034,3 4 7
17172,9
21079,1 4
29473,3 4
13776,6
4682,9
30355,6
26487,4
19261,2 4
23336,0 2
27890,3 4
18377,3 4
6280,2 4
13357,6 4 7
1944,2 4
6087,2 4
3485,9
21280,6 4
21189,6 4
24711,4
18232,4 7
24162,9 2 4
4200,1
14444,3
3669,7
6508,4
29788,6 4
10729,2 4
21605,2 4
29223,2 4
7079,9 7
11453,8 4
30017,7
12349,2 4
27203,4
27636,6 4
24360,4
11094,2
11103,6 9
14476,6
21313,6 1
20670,6 4
4425,2 7
13919,5
14769,1 4
6475,4
16645,5
10541,2
25050,3 4
19698,5 7
22085,0 4
15540,0
23274,0
23917,0
24214,6 2
4767,4
1202,2
27736,6 1
29626,7
4751,4
18177,0 4
22354,6 1
19057,9
28364,2
3287,6 4
9281,7
29910,8 2
1870,0 4
9589,4
2113,1
28444,5
10720,3 4
22537,5 4
8528,1
321,6 4
305,6 2
26384,6 3 7
1681,6 1 4
9891,0 9
28941,1
29829,6 4
23446,1
26828,4
25197,8
11709,8 0 4
12963,4
5176,3
21153,4
24800,1 4
26117,7
13256,4
25311,6 4
18590,3
6044,0
514,6
29200,6 4
25884,1 4
24857,6
29816,3 4
23219,2
29080,8 4
21510,6
10058,8
10367,3 2 4
4009,8 0 7
3662,6 0
21854,0 2 4
17262,0 4
17925,7
9986,2
16098,7
15635,3 4
9320,6
4468,4
7416,9
18949,8 5 4
3871,3
1148,6 4 7
15207,4
12157,6
23307,3 4
11554,6 4 7
1898,9
27199,4
7908,1 7
8169,0
2571,6 0
31023,1
18603,3 4
10012,6 0 1
28895,6 2 4 7
30168,7
23337,8
26860,4
7040,4
18137,6 4
12170,5
9096,3 9 2
24535,6 7
28033,7
10033,9
11776,4
20239,9 7
6757,2 4
22861,4
6125,6 1 4
8121,6 5 4
12266,6 2 4
4789,7
4737,2 4
20805,6 2
24219,4 7
4390,6 1
2095,2 4
3899,6 9
10905,6
12829,4
14056,8
13471,0 2 4
1645,0
9028,4 7
14306,6 4
7753,5
20527,8 6 4
14573,6 2
14046,3
16979,6 2
27069,5 4
17046,9
6716,0
11791,0 4
6867,6 0 4
1542,2
28346,8
17759,9 4
4013,0
5212,6 4
26120,2 4
24579,6
24718,4
7890,0
16111,1
27049,3 4
15937,4
28201,2
904,6 4
7938,2
8364,7
14853,4
2610,7
5998,6 3
28543,6 2 4
14159,5
17858,7
29896,6 4
19961,3
20084,6 9
21493,1 2 4
9899,6
3840,6 7
10969,9
9884,2 4
18811,1
11083,4
5304,6
8156,4
28838,6
15169,6 4
21998,8 4
10098,6 5 7
24783,4
5380,8 6
8407,0 4
10430,4
27535,5 4
177,9
13380,5 4
27667,6 4
21710,3
11282,6 2 4
9904,8 7
15325,2
26687,3
19102,8
30016,3
25181,4
21142,9
22826,6 4
746,7
9292,2
25842,6
10820,7
27072,8
19541,6 4
4502,9
24496,2 4
15430,3
4326,0
21765,6
12062,4 7
30759,5
21290,4 7
15396,7
6728,6 2 4
4860,9 7
12165,3 2 4
27601,3
26354,4
23624,6 4
2025,6 4
13876,3
24589,0
22583,6 3
8277,3 4
27083,7
830,2
12851,6 4
11310,1
25059,4
21541,9
3355,1 4
29226,6 2 4
20674,6
1849,6
4366,3
6704,3 2 4
23411,1
21539,6 4 7
25987,6 4
30569,6 2 4 7
10078,0
1766,4 7
3450,8 6 4
19209,4
21591,4
6066,4
19272,4
25956,6
7000,6
4777,7
20874,5 4
19844,8 4
1768,7
12397,8
10894,6
11662,4 7
29625,5
26958,9
21651,1
16214,4
28399,8
27157,6
8330,9
23652,4
26831,6 7
25378,6 3 9
813,5 7
20665,4 7
14232,5
15726,8 6
23005,0
20291,4
14035,7
14983,6 4
11011,6
27950,6 2
9909,0 4
1097,1 4
30095,6 3 7
23774,1 4
16143,6 3
22095,1
26994,0
20727,3 4
17785,6
18067,6 3 4
9974,6
22313,3
2730,6
20205,4
29695,6 5 4
26271,1 4
18062,3
7544,7
3449,6 4
14766,4 7
16658,4
30647,6 1
3283,2 4
572,3 4
18187,1
9948,1 7
18707,0 4
15522,3 4
17559,8 2 4
11745,4
87,1
11409,6 4
10490,8
26458,4
7529,2 4
25508,3
13237,6 4
5171,3
19533,6 4 7
2389,4 7
28686,6 2 4 7
19140,8 6
2273,0
24135,7
21282,4 7
22531,5
3727,0
1937,0
12071,0 4
26870,8 4
15214,3
11767,0 7
2865,7
23498,4
23623,3
10072,6 1
13908,2 4
17340,2 4
7576,1
20142,6
24828,6 4
13094,6 4
15844,6
19078,6
22008,3 4
26819,3 4
30237,1
19142,0
13230,4
29084,4
29033,6 4
10001,2
12977,6 7
19098,9
24389,0
20389,2 7
11658,0
28482,6 2 4
6582,4 7
14289,6
1549,6 5
5572,8 4
12572,6
4866,4
6504,8 6
24895,4 7
17203,0
30247,0
30497,6 3 4
22991,0 4
8799,6
18102,3 4
19881,6 4
3415,2
5449,6
59,2 7
15711,2 4
4841,6
2246,6
24466,4
8445,3
15830,2
28953,6 4
4840,0
13595,6
21852,0
24406,4
21323,6 4
3454,6
9879,3 4
17779,6 4
21340,4
28189,2 4
481,0
25269,1
26680,3 4
18608,2
29219,2 4
27576,3
19216,2 4
4358,6 3
15963,5
9978,6 4
25473,0
445,3 4
16849,6
6019,8 4
18806,4
30667,6 2
8414,2
29885,8
28645,4
27248,2 4
12703,7
20688,6 3 4
13292,5 4
19619,1
1483,2 4 7
12545,6 5 4
18727,0
16100,9
6309,3 4
15261,6
20919,6 1 4 7
12026,6 4
5986,6
13704,4
13482,4
17675,6 3 4
24824,6 4
4602,6
8998,0
20339,9 7
22501,4
7670,9 4
524,4
15095,8
22658,6 4
21147,0 2
19050,1
12603,8 1 4
19036,5
5563,4
21984,6 7
19601,4
21877,2 4
22972,6 0
9593,3
4851,0
22266,1
28200,5
15756,2
20344,0 2
11853,6 2 4
9334,4
25595,6 7
8867,5
5890,6 4
11897,0 1
4156,0
14075,6 4
14400,7
20167,7
19677,3 4
3918,8
29354,6 7
15003,9
29944,6
11522,6
13017,6 5 4
19333,0 4
13799,2 4
15454,6 3
23346,0
25001,1
22866,6
8196,3
30742,9
13607,4
27917,8 4 7
23989,6 4
16365,6 4
21560,9 4
7604,2 4
20169,4
20454,3
19068,0
29318,5 4 7
1947,6
16918,6
25571,8
5632,6 7
27239,5
30319,6 2
10517,0 4 7
28357,6 3
1982,4
21789,9
7171,6
2664,6
16232,1 4
6933,0
21128,4
6285,6
25669,1
4454,3
7360,6 4 7
11842,1 4
20814,9
19657,2
7738,6 4
7141,6 4
12173,6 4 7
30109,6
24469,0 4
710,2 4
30565,7
2773,5
16566,6 4
6740,0
11601,1 4
13657,4
6031,0 7
24111,2 4
11581,3 4
13612,3 2 4
15782,3
9832,4
8558,0 4
6400,5
27972,1 4
8117,8
10207,3 9
31031,7
26837,6 7
6899,6 4
29357,2 4
6187,6 4 7
23869,6 4
18801,2 4
11633,6 4
26399,4
23359,4
16974,1 4
19810,6 4
7702,4
19027,6 4
20676,3 1
3587,2
21673,6
19351,8 6
28700,2
27566,1 4
26006,6
21451,9
2333,7
2098,7
1333,8 4
18954,5
9331,2
18233,6 4
17214,4
10371,7
10092,6 4
20245,6
9979,9
3189,6 4
30257,4
5878,0
27923,4 7
15987,4
28246,9 4
25428,4
17582,9
3802,3
3032,1 4
7622,2 4
23160,9
5851,6
13867,6 4
11798,6 4
28566,3 4
8226,6
5238,6
8862,6 1
28354,6 3
29752,0
24425,6 7
17276,4
14467,4
28695,6
16224,7
6636,8 2 4
27225,6 7
1497,6 0 4
14961,6 4
9607,3 4
22114,0 2
20222,0 4
29883,7
27552,4 7
10447,6 7
16446,6 3
5648,6 1 4
10855,6 4
18648,5
22952,3
28876,6 1
10369,0
3218,3 4
9069,6 4
27707,3 4
1227,3
11158,0 2
23113,1
13420,6 2
22572,5
29797,8
25358,3
10725,7
16441,8
17483,7
9340,4
5596,6
28632,6
13751,7
20751,9 4
9816,0 4
27062,3
4874,3
6664,2 4
25259,4
28123,8
28567,6 9 5
13613,6
9179,2 7
17131,1 4
698,6
3928,6
8272,3
8422,2 4
27668,2
9568,6 5 4
12898,1
24490,4
16906,5 4
17965,6
16146,4
6327,5 4
13052,1
16661,3 7
22993,6 4
755,2
5690,6 4
21876,6 4
4593,6 4
21185,3 2
4020,0
8318,6 4
24448,1
16737,6 4
7174,9
18819,2
9087,0 7
19320,6 9
18955,0
19081,8
24147,3
2237,5 4
8709,4
940,0
9564,6 7
10702,6 4
25720,4 7
29513,6 4
28759,4
14187,4
3138,6 4
25074,6 4
23314,1
4929,9
7824,6 4
18240,3
14777,4
28549,7
9450,0
16449,1 4
26979,6 7
19467,6 1
28672,3 4
26509,8 4
23526,6 7
21531,6 3
29315,9
29467,6
1794,3
9836,2 7
24280,0
9062,9
7477,3
29697,7
15255,1 7
15865,6 2
8940,5
11504,6 4
505,0 7
11257,9
2127,7
1529,1 4
21717,1
3397,3
30697,6 4
29088,6
15298,0
25881,2 4
9615,2 4
28301,7
19475,6 2
29002,6 4
17640,9
29984,2
24762,6
20812,1
3461,3 9
8632,0 4 7
14572,8 4
27553,1 4
30063,6 4
29973,1
11179,0 4
3178,5 4
24847,0
23680,2
14241,8 4
21245,3 9
12301,6 2
532,6 9
4962,0 4
15044,4
25250,1
7073,2 4
14653,4
14199,7
21194,2 4
6410,6
4010,6 3 2
14602,4
20510,0
31041,4
28703,0
1200,6 4 7
26364,1
29328,1
24918,9 4
27797,3 4
13777,3
9150,4
12240,4
6060,0
9274,6 4
17416,6 5
15664,6 7
22522,8 2 4
12067,1 4
11951,4
20795,6 4
11040,0
5768,9
8707,4
4372,3 9 7
30558,0 2
19174,6 9
23036,2 4
21857,6
21390,7
28811,2 4
30947,6 7
17845,0 4
29646,9
16922,8
8929,2 4
8568,6 4
16268,1
9686,2 4 7
26614,6 9
23856,4 7
9819,6 4
16157,4
23953,6 3 4
13520,4
3535,7
3738,7
7490,7
9216,5
933,4
16754,4 7
6252,6
4308,1 4
12055,7
25306,5
9524,2
4303,9
21387,1
12602,3
19302,0
27058,0
14009,6 9
27032,0
24297,2 4
2951,8 6
29276,5
26629,7
16175,6 3
6670,6 3
30539,0
854,6
21221,4 7
12722,4
2625,4 7
8502,6 1
4577,8 0
11333,3 2 4
11740,6 4
21309,2 4
775,6 4
28787,6 4
8844,1
22474,8
11341,6
24998,6
29395,4
23951,6 4
4666,4
13477,7
25335,2
8660,5
9770,4 7
10885,4 7
13211,3 4
10843,6 4
6184,6 4
5993,6
3378,2 4
21378,4
12590,4
12570,5 4
26575,6
28312,7
6779,6
25636,9
21761,6
17628,4
10483,0
1418,8 4
3633,3 4
2941,1 4 7
3556,6
6968,6 2
11955,2
3314,0
20606,8
20819,2
16318,4
30021,0 4
27373,6
19983,6 0 4
5082,2 4
25161,4 7
24282,4
29016,2 4
20441,6 4
14618,6 3
10719,7
14808,2 4
28604,6 4
2406,9
10887,8 4
7851,4
18047,2 4
19553,6 3
30236,4
5006,0
11348,3
3123,4
301,6 4
25449,6
23717,4
13318,1
11529,6
25416,6 9
12200,6 4
1442,4
9527,6 2
21520,1 2
29358,7
24626,4
18452,6 4
10672,0 2
10452,3
21426,3 2 4
2927,5
19759,0
9685,6 4
4039,1 4
257,3 4
17164,6
16109,4
9411,0
3471,6 4
17044,0
3778,3 4 7
12501,2 4
1287,4
9316,4
13388,7
9919,4
11198,2
6033,7
3667,1
25893,6 4
24387,4
8627,6 7
7685,6
9769,5
30653,7
29648,6 2
19226,6 1
22351,6 4
21029,4
16373,5 4
9954,0 4
8382,3
14595,3
7732,2
21088,2 4
19944,6 4
8504,7
27826,3
21090,7
10506,4
3837,6
21024,7
23685,6
28713,6
11802,6
9187,2 4
26594,4
13637,6 4 7
26858,1
31001,6
3133,3 4 7
13753,4
28488,9
14417,6
5125,2 4
7557,6 4
12028,6 4
19042,5
19474,6 4
19702,2 7
4231,6 4
6536,6 3 4 7
16402,2
1275,4
16056,2
14807,9 7
5534,6 4
148,6
11811,0
18565,7
6001,3 4
22564,6
25882,9
17126,1
29449,6 2
5894,8
26608,4
11618,5
25785,6 4
14143,3 4
18591,6 4
15149,4
19189,5 4
30239,0 4
6144,1
9198,6
23576,9
1222,5 4
3964,3 4
151,9
19122,6 4
6936,8
21538,7
20351,6 1
2948,5
23948,3 2 4
5780,0
20083,8 4
12979,6 1
9208,4
443,4
1089,1
20064,4
24513,9
27159,6
29735,4 7
22027,0
13003,1
10275,9
20374,6 5
14464,0
26447,3
26254,6 4
26971,0
11039,0 4 7
10021,6 4
27453,4
12020,6 1
1024,4
9756,6
27682,6 4
16836,4
12678,4 7
7099,8
18004,9
19890,3 7
30007,4
4978,0
12273,6 1
18320,1
29522,6 4
27772,1
12728,4
17024,5
19372,4
19344,9
5498,0
27134,4
12009,6 7
17202,3
30852,6 2 4
16869,0
26937,1
973,6 2
16142,0
742,2
14369,6 4
27175,0 4
25810,1 4
13530,6 4
6696,6
21986,6
2485,3
5887,3
11952,6 4
3019,6 4
22483,6
3854,6 4 7
24241,0
1348,2
18410,0 4
16386,3 1
4769,6
17803,0
24995,4
13887,4
21861,7
7454,6 1
10251,6
3745,2 4
14032,7
2131,5
30676,0 2 4
19398,5 4
6690,4
12778,3
4736,4
997,6 4
11108,0
12462,7
11927,4
15504,2 7
8915,0
16510,3 4
16052,9
17761,3
17502,0 2 4
25158,0 5 4
18533,0 4
18327,6 4
6188,6
4587,2 4
10480,6 4
12183,1
14246,4
14916,7
6,4
30702,0
10714,6 1 4
11118,4 7
3758,3
3999,3
7634,3
6977,6 4
6949,8 0
26376,0
23852,6 4
2926,6 3 4
25127,2
14821,7
25701,0
15677,6 5
29293,2
28756,5 4
23889,6 3
7568,6 7
3402,0
9143,4
28929,2
29792,2 4
23842,4
15634,3 2
3194,2
5302,0
14423,4
21657,3 4
12595,4 7
10491,9
8064,4
7990,0 7
14629,8
26430,6 4
14567,7
22202,0 4
2117,1
29452,5 4
26719,3 2
18226,6 4
5631,2
21896,6
4688,4
18128,6 4
13744,4
2394,7
19023,0
26890,1
28024,6 4
5460,6 1
20700,6 3 9
8822,3
20358,0
23102,1 4
25632,2 7
12016,7
2592,4 7
1818,2 4
24749,6 4
17061,7
30086,5
7167,6 4
22153,6 4
976,6 2 4
27633,6 4
18927,4
25309,6
9059,4 7
6709,4
17644,4
10999,6 7
2712,4
14089,4
12127,6 4 7
6985,6
30912,5
26402,0 4
30100,4
24261,4
4753,9 5
12215,0 4
14856,6
5554,3
7267,9
10087,7
10286,0
6571,6 3 4
19138,3
2320,6
10298,3
29283,6 4
18667,6
9169,1 4
4351,6 4
15820,4
28128,6
22534,6 9
13025,2 4
14347,3 4
28986,3
28870,6 2
10544,6 4
20892,6 4
28154,9
11780,6
29726,3
13051,4
21806,6
23710,7
12405,6
11610,4 7
5676,5 4
23118,6 4
23096,7
26780,4
2520,4
24900,4
30037,6
27107,4
30409,6 4
7515,9
9882,5 4
19532,2 4
24760,6 0
25186,5 4
16573,5
18540,7
25026,4
484,7
25260,7
6024,4
24375,6
28445,3 4 7
8015,4
9613,0
19659,6 2
17650,4
15386,3
2990,9
5421,5
25663,0
30431,0 4
1102,0
14366,6 4
2964,6
10284,6
811,6 2
4263,9
24534,4 7
22169,8 6 4
12174,6 4 7
22424,4 7
20334,1
22255,6 3 4
6981,1 4
8834,4 7
10309,4
9323,6
27350,1 4
26936,3
4700,7
29947,1
5482,3 4
26363,2
9361,6 4
6591,0 4
21873,6
805,8 6
17302,2 4
18349,8
6198,0 2
23406,2
16303,0 4
9203,6 4
25179,2
30976,6
25206,3 4
6133,7
22149,6 4
23310,5 4 7
25356,9
30292,4
19419,1 4
12388,2 4
8187,3 4
10587,9
22328,6 2 4
5911,4
13406,3
7007,4
4309,8
17188,3 4
168,6 1
1807,4
15564,8
25501,2
30965,0
16420,2
25385,1
15686,6 4
28737,9
22490,4 7
25166,4
14238,8
10043,6 4
5687,4
13839,6
1545,2
15440,6 7
13660,6
21458,4
21230,3
29193,6
10203,2
23182,3 5
10299,4 7
5491,6 1 4
510,9
1126,6
29640,4
29815,1
16116,8 0
3680,7
19650,2 4
52,1
8490,0
7730,6 4
19850,9 2
7921,6
4815,6 9
6905,2 4
1114,6
15171,5 4
22365,1
24741,4
5067,7
6730,6 4
1281,3
7019,5 4
680,6 2 4
15319,2
27819,6 4 7
16607,4
297,7
8078,5
17531,2 4
18991,1 4
10574,0
24134,6 1
5691,7
24649,3 5
14174,6 4
27658,7
18159,6 4
19264,6 4 7
11977,6
17048,6 7
24224,4
17957,3
11324,4 7
5733,8
26519,4
4063,8
2676,6
5129,5
10980,6
15732,0 4
9401,1
27318,0 2
21151,3
15554,3
18430,9
18543,0
7191,8
28198,7
6174,6 2 4
2783,3
4464,4
4318,9
387,6 4
16221,5 4
29282,3
26294,0 7
6881,2 4
8215,7
23715,7
27671,2
13310,6 0
11945,7
22144,0
30294,9
18209,2
29776,0 4
16410,4
28585,8 4
19481,4
27223,6 4
26508,9
15771,6 2 4
9157,9
14283,3 4
24672,6 2
9173,1
11419,9
7122,4 7
27672,0
29498,8
3104,2
4637,7
19152,3 4 7
5000,2
19325,6 7
22945,4
23978,5
4506,6 9
591,1
27009,8 6
27955,6 4 7
15828,5
12469,0 4
9583,8
15805,3 2
28593,6 4
10737,5
23944,4
1500,5
6538,6 4
21321,1
343,2
6138,0
18256,6 4 7
7570,6 4
27490,1
15308,0 4
4834,4
28347,8 4
9797,6 9
27451,6
15560,0
20449,6 3 2 4
27979,6 4
26792,2
21160,6 9
6017,2 4
15262,3 2
17537,4 7
14884,9
7618,6 4 7
20365,0
1833,3 4
958,3 4
3424,4
13265,0
2275,1
17221,2 4
20917,3
8119,6
20212,0
15941,6
30447,2
30980,1
7233,4 7
11478,2
6958,4
1657,7
23722,6 4
5146,4
14006,1
6433,6
26945,6 4
8738,2
18015,3 4
22839,9
13502,1 4
23012,2 4
27296,4
13097,4
28839,6 3
21084,6 4 7
16364,6
13523,9
20210,8
28362,6 4
11027,1
4664,6 4
30886,6 2
2411,9
7067,5
3245,6
19361,2 4
26284,4
7629,1
26459,9
16519,6 4
4198,4
3932,0
4233,6
14115,4
19517,5
29983,7
880,9 4
28413,4 7
6392,1 4
27966,4 7
23410,8 6 4
13663,8 6
6264,4
15121,6 7
14408,6 4 7
30148,6
28934,3 4
25133,2 4
21180,3
2165,1 4
18068,2
24663,4
8281,6 7
8001,6 4
6951,4
28282,7
13712,2 4
6107,8 4
30178,3 4
27371,7
3917,2 4
14263,6 1
12567,6 4
29356,6 4
29299,4
9137,0
11342,6 1
9858,5 4
9740,9
17226,6 7
6269,8 3 4
27193,0
20891,1 4
688,0
19795,2 4
1534,6 3
16693,3 4
1067,5
9420,4 7
16848,6 4
27016,2
17250,6 2
18923,6 3 2
6150,2
23817,6 2 4 7
17762,7
26237,7
19732,2
24339,1
5488,1 4
27176,3 9
16987,0
30645,6 4
24028,9
18456,6
20554,1
16315,6 9 7
12226,3 4
15406,9
26355,6 3
5696,9
24970,6 4
23065,0 4
4670,2
30734,9 7
26010,4
17293,4 7
18736,3 4
8298,4
12288,6 4
12686,5 4
28479,4 7
16202,6 4
6003,6
2578,4
15678,0 4
12063,8
4222,6 2
4992,5
5029,3
22850,6 4
24085,6 4
3087,6 4
10535,6 5
13906,6 4
22336,6 4
24522,6
18238,3 4
10406,6 4
3944,3
20263,9 2 4
10735,3 4
1415,6
8740,4
11809,7
25320,6 4
3538,2
6202,0
22083,6 3
21468,4
6735,6
26305,4
3797,3
16966,4 7
15858,0 4
26900,3
6661,2 4
815,6 1 4
18676,6
20716,4
10679,6 1
624,6 4 7
1722,2
7059,2 4
26169,3
185,8 6
27932,6 4
5609,6 4
28281,1 4
15323,6 0
24126,0 4
560,2 4
12324,6 9
1845,3 4
14409,6 7
11469,0
1910,9 7
24664,4
7001,4
5338,2
12139,2
2889,6
26642,6 2
4822,0
30922,9
11891,4 7
22793,4
14249,5
5016,6 7
11615,2
2842,5
24396,6 4
3290,4
11910,0 4
18506,8 4
28164,7
3763,6 4
11490,1 4
24318,4 7
12196,6 4
6959,8 6 4
12350,6
21335,5
26527,9
7617,6 0
6697,4
12859,4
9050,6
1556,4
20720,4
18522,1 4 7
20276,3
19778,4
18314,6
23674,0 2 4
13896,2 4
20382,2 4
2995,8 4
29144,0
12529,9
2174,0
11649,5 4
13996,6 4
18315,7
10604,6 7
14098,3 9 2
20300,9
18005,2 4
16025,4
20315,0
2239,1
683,1 4
7234,4
12417,1
9085,4 7
4944,0 2
18861,6 4
16027,2 4
227,7
11712,6
9367,0
23363,1
16306,9
11907,4
30119,2
15194,2 4
18575,0 2 4
23082,6
29886,3 4
14073,7
13608,6 0
30343,2 4
10149,1
632,6
26538,2
29326,5
2939,0
18545,6 4
1599,9
9683,4 7
15439,0
22741,2 4
2672,4
11761,6 2 4
7085,6
1860,6
14972,6 2 4 7
11288,8 4
26871,6 4
3978,2
23782,3 4
24504,3
22181,3 4
12322,3
17515,4
22263,0 4
90,6 4
25454,6 4
25192,4
27830,3
30096,2
14820,3
23857,3
7847,7
24596,3
6191,6
30583,6 2 4
4399,0
689,2 4
27290,6
2776,5
26413,6 3 4
11211,3
18926,4
28372,4 7
7936,8
9742,6
19241,6
2700,4
1663,7
2439,6 1
30774,6
8732,2
17577,7
29679,4
20320,2
16179,8 5 4
6401,5
8191,9
12471,4
30724,4
19693,9
9968,0
7991,6 4
30087,3
9981,1 4
17341,6
30197,2 4
4803,9
4079,8 4
6550,3 4
29615,5
27213,4
20564,4
6057,6
21647,0
28308,4
27940,5 4
9863,9
7206,3 4
28608,9
10333,6
9004,5 4
1133,2
12228,4
5904,5
15943,2
14924,6 4
7031,6
15484,6 7
7462,6
19509,0 4
383,6 7
26607,1
30599,8
21097,6 4
27992,2 4
27303,6 2
30591,2 7
3843,3
5247,8 4 7
31044,7
27943,0
13155,6 7
9380,5 4
11926,2 4
21082,6 1
22957,0
1530,6
22786,7
7841,9 4
26864,3
15087,8
26259,4 7
1058,0
13801,6 4
2461,0
521,2 4
21339,5 4
10705,4
26605,0
150,2
4605,7
21,6 0 7
24208,1 4 7
12719,6 7
6051,1
30845,4 7
28492,9
28898,7
19242,6
7977,9
10322,0 2 7
6510,5
8713,0
30301,6 0 4
23155,4
27530,4
30848,6 4
28883,0 2
11856,4
15639,6
16038,0
16636,3
22694,4
18638,6 4
6372,8
14014,0
766,4 7
5605,3 2 4
7447,6
7769,6
23996,4
15682,4
26823,4 7
20498,6 5 4
11394,3
7458,7
24186,6
8107,4
18205,7
3920,3 4
28924,4
8515,9
22640,3 4
8392,6
11944,1
30175,6
25009,4
4768,2 4
20393,1
16950,4
2710,9
2367,2 4
22611,7
6980,1
11686,1
19820,6 2
3656,4
14771,6 4 7
10844,4
13404,6 9
7660,4
5480,0
25135,6
19332,9
9383,0
23127,2 4
2763,4
25858,4
2675,6 9
9151,3 2
868,7
4568,6 4
6479,4
436,0
651,6 1 4
28264,0 5
18299,6 3 4 7
11727,6 4
5765,6
9070,9 4
19862,2
8173,6
17130,6
13862,3 4
3152,6 1
24076,0
2278,6
11416,8 4
24348,6 4 7
22220,0 4
20877,2 4
6359,2 4
27282,6 1 4
26908,3
8019,0 2 4
27304,3
17080,6 7
17934,9 4
872,9 5
29292,2 4
4185,1 4
15220,2
17935,6 4
12731,5 4
12135,9
3457,6 4
693,3 4
1920,9
2526,1 4
14510,1
30802,6 4
9003,1 4
18500,1 4
2888,2 4
14676,5
16011,3
3125,6 1
2136,6 4
4888,6 4
30662,2
26521,7
14668,9
19282,4
15786,3
7625,6 5
8437,0 4
30456,6 9 2
15579,4 7
10826,4
2897,6 9
13888,4
8624,4
9294,3 4
30713,8 4
29594,7
3569,6 0
9295,6 4
21008,6 2
15687,0 4
14242,6 4
13902,0
19536,0
21862,9
6114,6 1
25126,6 4
358,6
19443,0
28721,6
19521,6 2
24290,3 4
19220,6
8312,4
28900,8
18837,2 4
4055,8 6
26568,3
3534,8 6 4
28610,0 4 7
8086,1
7297,6 4
11867,7
13825,7
13597,4
16919,6 4
2253,9
10403,6 7
12027,6 4
15578,3 4
15854,2
3552,4 7
26473,6
19346,2 4
15181,4
25134,6
23686,0 1
17315,7
27040,0
13214,3 7
5791,3 1 4
23622,1
1773,4 7
26222,4
20119,9
30221,9
15409,9
18897,6 1
2958,0
8193,6
27374,1 4
30282,7
27006,4
181,6 4
2548,6 4
17079,6 7
18624,6 4
9663,4
1107,5 4
15151,8 4
20561,3
21601,9
15930,6 4
28557,4 7
21456,4
1297,6
29269,6 5
15729,6 5
692,4
5123,6 0
12463,0
18223,1
25991,0
15467,6 2 4
19790,0
20406,6
22836,6 2 4
24608,5
29911,5
13439,6 2
13414,4 7
5951,4
3571,0 9
4659,4
9728,0
23923,6
23832,6 4
12286,4
17896,1
27022,4
16856,6 4
1138,6 1 4
19076,6 7
17037,6 4
9442,8
17452,4
18351,8 6 4
20362,9
27114,7
21682,6 3 4
21929,7
24811,4 7
13233,0
4972,3 4 7
21502,9
27279,2 7
5944,0
17513,2
21971,4
451,8 6
2338,4
17407,5
7264,2 4
19537,6 4
27000,8 2 4
21677,1 4
29970,4 7
2989,4
9657,2 4
29332,9
18334,8
3694,0
26976,6 4
11389,4
22276,2
2869,6 4
